no,datetime,name,position,long,lat,narration,year,date,reg_country
15,"05.08.2010
1514 UTC
Steaming
Hijacked","Syria Star
General Cargo
St. Vincent and
Grenadines
10968
7608136","13:11N –
049:04E,
Gulf of Aden",49.066667,13.183333,"Ageneralcargoshipwasreported
hijackedwhiletransitingtheGulfof
Aden.24crewmembersweretaken
hostageandpiratessailedthevessel
towards Somalia.  Owners reported two
crewmembersreceivedinjuriesfrom
straybulletswhileresistingthepirates
whenpirateswereboardingthevessel.
The pirates abandoned the vessel the next
day due to unknown reasons.  A medical
teamfromawarshipprovidedmedical",2010,2010-08-05,St. Vincent and
16,"08.09.2010
0540 UTC
Steaming
Boarded","Magellan Star
Container
Antigua and
Barbuda
6277
9242572","13:23N –
049:58E,
Gulf of Aden",49.966667,13.383333,"Armed pirates in a skiff boarded the ship
underway.Theship'screwlocked
themselves in a safe room and requested
for assistance. On 09.09.2010 all ship‟s
crew were rescued and nine pirates were
apprehended.",2010,2010-09-08,Antigua and
18,"02.11.2010
1237 UTC
Steaming
Hijacked","Or. Sirichainava
11
Fishing Vessel
Thailand
205
-","13:31.42N –
048:19.16E,
Gulf of Aden",48.321111,13.528334,"The fishing vessel was reported hijacked
by pirates. On 03.11.2010 the 23 crew
membersand1Yemeniguardwere
rescued by Thai Warship.  Remaining 5
(1 Thai (Master), 1 Thai cook, 1 Yemeni
securityguardand2Yemenifishing
departmentpersonnel)wereconfirmed
dead.Therescued23crewmembers
safely arrived at Thailand.",2010,2010-11-02,Fishing Vessel
2,"13.02.2010
2230 UTC
Steaming
Boarded","Songa Emerald
Chemical Tanker
Marshall Islands
11259
9473937","09:11.38N –
014:32.03W,
Off Conakry,
Guinea",-14.534166,9.193889,"Pirates armed with rifles boarded a tanker
underway.Masterraisedalarm;crew
lockedallaccessdoors,musteredon
bridgeandhid inasafeplace.Pirates
triedtogainentryintothelocked
accommodation door but were unable to
do.Duetothealarmcontinuously
ringing, the pirates aborted the attack and
fled.  Crew and ship safe.",2010,2010-02-13,Marshall Islands
4,"20.03.2010
1411 UTC
Steaming
Boarded","Pacific Supplier
Tug
Singapore
1368
9196498","04:47.0N –
008:18.5E,
Calabar,
Nigeria",8.301389,4.783333,"Threepiratesboardedatugandfired
warning shots into the air with machine
guns.MastersentSSASalertand
contactedlocalagentsfor
assistance. Pirates managed to enter the",2010,2010-03-20,Singapore
5,"25.03.2010
2100 UTC
Anchored
Boarded","Ozay-5
Chemical Tanker
Turkey
8195
9386249","06:18.7N
003:24.2E
Lagos
Anchorage
Nigeria",3.400556,6.301944,"Eight robbers armed with knives boarded
ananchoredchemicaltanker.The
robbers injured two crew had to be taken
ashorebypilotvesselfortreatment.
Shipsandcrewcashandproperties
stolen.",2010,2010-03-25,Turkey
9,"04.05.2010
0200 LT
Anchored
Boarded","Ocean Beauty
Bulk Carrier
Marshall Islands
15087
7509263","06:17.9N –
003:21.5E,
Lagos Outer
Anchorage,
Nigeria",3.351389,6.285833,"Sevenrobbersarmedwithriflesand
knives boarded the ship during anchoring
operations. They assaulted the master and
3/O. The Masters‟ eye was injured and
both Master and 3/O heads were injured
resultinginbleeding.Therobbers
damagedship‟sequipments,robbed
master‟sandcrewpersonalbelongings
and escaped.",2010,2010-05-04,Marshall Islands
10,"16.05.2010
2255 UTC
Anchored
Boarded","Argo
Refrigerated Cargo
Lithuania
3999
8506737","03:44.02N –
009:24.59E,
Douala Outer
Anchorage,
Cameroon",9.416389,3.733889,"About 10 robbers boarded the ship and
opened fire with automatic weapons. The
robberskidnappedtheMasterand
escaped.
TheMasterwasreleasedlater.Itis
believed a ransom was paid for the safe
release of the Master.",2010,2010-05-16,Lithuania
11,"17.05.2010
2140 UTC
Anchored
Boarded","North Spirit
General Cargo
St. Vincent and
Grenadines
6395
8502042","03:44N –
009:25E,
Douala Outer
Anchorage,
Cameroon",9.416667,3.733333,"Around23robbersarmedwithguns
boardedtheshipatanchor.Crew
propertiesandcashwerestolen.The
robbers kidnapped the Master and Chief
Engineer.Localauthoritieswere
informed and they are investigating the
incident.Thekidnappedcrewwere
released.Itisbelievedaransomwas
paid for their safe release.",2010,2010-05-17,St. Vincent and
12,"31.05.2010
0330 LT
Anchored
Boarded","MSC Chitra
Container
Panama
33113
7814838","06:45S –
039:20E,
Dar Es Salaam
Anchorage,
Tanzania",39.333333,-6.75,"Robbers boarded an anchored container
ship.Theyassaultedtheforwarddeck
watchkeeper,threatenedhimatknife
point and tied him to a pole.  When there
was no communication with the forward
crew,othercrewmembersweresent
forward.Alarmraisedandportcontrol
contacted.Oneunarmedsecurityguard
was sent onboard the ship. Investigation",2010,2010-05-31,Panama
13,"14.06.2010
0030 LT
Anchored
Boarded","RHL Aqua
Container
Liberia
18480
9373498","05:13.2N –
004:20.6W,
Abidjan
Anchorage,
Ivory Coast",-4.335,5.217223,"About four tofive robbers armedwith
knivesboardedananchoredship. They
threatenedthedeckwatchmenwho
retreatedintotheaccommodation.
Robbers stole ships stores and escaped.",2010,2010-06-14,Liberia
14,"02.07.2010
1719 LT
Steaming
Boarded","BBC Polonia
General Cargo
Antigua and
Barbuda
6215
9415325","04:11.25N –
006:55.04E,
Off Bonny Port,
Nigeria",6.917778,4.190277,"Twelvearmedpiratesintwoboats
boarded the ship underway. Master raised
alarm,activatedSSAS,sentdistress
message and mustered crew. The pirates
attacked the crewmembers with guns and
stolecrewpersonalproperties.The
pirates kidnapped 12 crew members and
took them ashore. One crew was injured
andtheylefthimonboard.Laterthe
NigerianNavyboardedtheshipand
sailed her to a safe port. The injured crew
wastakentohospital.The12
crewmemberswerereleasedtwodays
later.  It is believed a ransom was paid
for the safe release of the crew members.",2010,2010-07-02,Antigua and
15,"08.07.2010
0500 UTC
Berthed
Boarded","Chang Tai Hong
Vehicle Carrier
Hong Kong
40619
9382101","09:31N –
013:43W,
Berth No.4,
Conakry Port,
Guinea",-13.716667,9.516667,"Robbers boarded the berthed ship via the
forward mooring ropes. They stole ship‟s
stores and escaped.",2010,2010-07-08,Hong Kong
16,"11.08.2010
1636 UTC
Steaming
Boarded","UAL Tycoon
Landing Craft
Netherlands Antilles
1681
9510606","04:05N –
006:45E, 2.5
NM of Bonny
River Fairway
Buoy,
Nigeria",6.75,4.083333,"Seven pirates armed with machine guns
boarded the vessel underway. Master and
C/O remained on the bridge and all the
othercrewmemberswereinstructedto
lock themselves in a safe compartment.
After a few hours when the crew came
outofhidingtheyfoundthebridge
unmanned. The pirates had kidnapped the
Master and C/O to an unknown location.
C/E informed the owners and managers.
Agents reported the incident to the local
authorities.Thekidnappedcrewwere
released later. It is believed a ransom was
paid for their safe release.",2010,2010-08-11,Netherlands Antilles
17,"25.08.2010
0300 UTC
Anchored
Boarded","Delmas Bonny
Container
Marshall Islands
16801
9105994","09:19.2N –
013:45.2W,
Ile Blanche, 8
NM South of
Conakry,
Guinea",-13.750556,9.317223,"TenrobbersarmedwithAK47and
knivesboarded theshipatanchor.The
duty A/B and the 2/O were attacked and
taken as hostage to master‟s cabin where
they stole ship‟s cash. After the attack,
master heaved anchor and shifted away
from the coast.",2010,2010-08-25,Marshall Islands
18,"31.08.2010
0110 UTC
Anchored
Boarded","Yema
Product Tanker
Liberia
4847
9050670","05:52.4S –
013:01.9E,
Boma
Anchorage,
Democratic
Republic of
Congo",13.019167,-5.867778,"Threerobbersarmedwithknivesina
boat boarded the tanker at anchor. They
stole ship‟s stores and escaped.",2010,2010-08-31,Liberia
19,"04.09.2010
0130 LT
Steaming
Boarded","Bright Star
General Cargo
Panama
9077
7620598","05:51.93S –
013:03.01E,
Democratic
Republic of
Congo",13.050278,-5.875833,"Threepiratesarmedwithlongknives
boarded the ship underway. Duty officer
noticedthemandraisedalarm.The
pirates managed to steal ship‟s stores and
escaped.",2010,2010-09-04,Panama
20,"12.09.2010
2130 LT","Salma
General Cargo","03:53N –
009:32E,",9.533333,3.883333,"About12robbersarmedwithmachine
guns in two speed boats boarded the ship",2010,2010-09-12,NA
22,"22.09.2010
0236 UTC
Steaming
Boarded","Jascon 30
Pipe Layer Crane
Vessel
Gibraltar
12020
9420655","03:50N –
006:54.6E,
18NM from
Fairway Buoy,
Bonny River,
Nigeria",6.901667,3.833333,"About21armedpiratesinthreecrafts
boardedapipelayercranevessel
undertow. All crew locked themselves in
the accommodation. Pirates were able to
take one crewmember as hostage. Master
called Nigerian naval vessel in vicinity.
Later pirates released the crew and left
the vessel. All crew safe.",2010,2010-09-22,Vessel
23,"22.09.2010
2200 UTC
Berthed
Boarded","Feng Shun Shan
General Cargo
China
13367
8400622","06:26.5N –
003:23.2E,
Berth No.9,
Apapa Port,
Lagos,
Nigeria",3.383889,6.434722,"Four robbers armed with a gun, a knife
and two sticks in a speed boat boarded a
berthed ship. They took hostage the duty
crew, hit himwith sticks and stole his
walkie-talkie.Masterraisedalarm,
reportedtoportcontrolandcrew
proceeded to the spot with long sticks.
Uponseeingthecrewalertness,the
robbersescapedwithship‟sproperties.
Local authorities quickly dispatched four
policemen to the ship but the robbers had
already escaped in a speed boat.",2010,2010-09-22,China
25,"01.10.2010
0100 LT
Anchored
Boarded","Eckhardt
Bitumen Tanker
Belize
5445
7387017","04:03.45N –
006:48.07E,
Outer Bonny
River,
Port Harcourt,
Nigeria",6.801944,4.0625,"Heavily armed pirates boarded the tanker
and kidnapped the CE, 2/O and Mess
boy.",2010,2010-10-01,Belize
26,"20.10.2010
0001 LT
Steaming
Boarded","Marianne Schulte
Container
Hong Kong
26718
9215907","06:07.5N –
003:26.7E, 15
NM South of
Tin Can Island
Fairway Buoy,
Lagos,
Nigeria",3.435277,6.118056,"Eightpiratesarmedwithgunsboarded
thedriftingship.2/Oraisedalarmand
triedtocontacttheportcontrolbut
receivednoresponse.SSASactivated.
Pirates took hostage three crewmembers,
went to the Master‟s cabin and attempted
to break Master‟s door with extinguisher
andgun.Masteropenedthedoorand
under gun threat handed over the ship‟s
cash to the pirates. The pirates ordered
theMastertomusterallthecrew,
including the bridge watchkeepers to his",2010,2010-10-20,Hong Kong
27,"31.10.2010
1800 UTC
Steaming
Boarded","Friendship
General Cargo
Malta
4258
9442213","09:17.5N –
013:17.0W,
Off Conakry
Pilot Station,
Guinea",-13.283333,9.284722,"Fivepiratesarmedwithautomatic
weaponsinasmallspeedboatchased
and boarded the ship underway. Master
immediatelyinformedportcontroland
theagent.Piratescametothebridge,
ordered to stop the ship and asked the
destination of the cargo. They searched
the master's cabin, asked for money and
stolethemaster'sand2ndofficer's
personalbelongings.Awoodenboat
came alongside and the pirates left the
ship.Portcontroladvisestheshipto
proceed 3 NM away to drop anchor.",2010,2010-10-31,Malta
28,"05.11.2010
1322 LT
Steaming
Boarded","Pacific Supplier
Tug
Singapore
1368
9196498","04:38.0N –
008:22.4E, 10
NM South of
Parrot Island,
Calabar,
Nigeria",8.367778,4.633333,"Twenty pirates armed with guns in two
speed boats boardedthe tug underway.
All crew managed to lock into the citadel
in the Engine Room area and monitor by
CCTV. Pirates damaged and stole ship‟s
properties.Afterpiratesleftwiththeir
boats, the ship‟s crew took control of the
ship.",2010,2010-11-05,Singapore
29,"12.11.2010
0045 UTC
Anchored
Boarded","Torm Fox
Chemical Tanker
Denmark
23246
9302114","09:17N –
013:58W, 21
NM Off
Conakry Pilot
Station,
Guinea",-13.966667,9.283333,"Five robbers armedwith machine guns
andmachetesboardedthetankerat
anchor.Dutyofficerraisedalarm,
distressalertsent,allcrewlocked
themselvesinaccommodation.Robbers
took hostage a duty A/B and entered into
accommodation. The robbers stole ship‟s
properties,crewbelongings,ship‟sand
master‟s cash. Three crew members were
manhandled and received minor injuries.
When robbers had left the tanker, crew
members gathered in Master‟s cabin and
made a search to ensure that the robbers
hadleft.Crewmemberswhosehands
were tied up were freed.",2010,2010-11-12,Denmark
30,"20.10.2010
0001 LT
Steaming
Boarded","Marianne Schulte
Container
Hong Kong
26718
9215907","06:07.5N –
003:26.7E, 15
NM South of
Tin Can Island
Fairway Buoy,
Lagos,
Nigeria",3.435277,6.118056,"Eightpiratesarmedwithgunsboarded
thedriftingship.2/Oraisedalarmand
triedtocontacttheportcontrolbut
receivednoresponse.SSASactivated.
Pirates took hostage three crewmembers,
went to the Master‟s cabin and attempted
to break Master‟s door with extinguisher
andgun.Masteropenedthedoorand
under gun threat handed over the ship‟s
cash to the pirates. The pirates ordered
theMastertomusterallthecrew,
including the bridge watchkeepers to his
cabin.Thepiratesransackedthe
crewmemberscabins.Beforeescaping
the pirates ordered five crewmembers to
carry all the stolen items to the deck and
lower it into their waiting boat.",2010,2010-10-20,Hong Kong
31,"21.11.2010
0235 LT
Anchored","Alpine Marie
Tanker
Panama","05:13.4N –
004:02.1W,
Abidjan",-4.033611,5.217778,"Three robbers armed with knives boarded
the tanker at anchor. Duty officer noticed
therobbersandraisedthealarm.",2010,2010-11-21,Panama
32,"28.11.2010
0330 UTC
Anchored
Boarded","Luxury SW
Bulk Carrier
Panama
14762
9198379","09:22N –
013:47W,
Conakry Roads,
Guinea",-13.783333,9.366667,"About six robbers armed with machine
gunsboardedananchoredship.2/O
raisedalarmandtriedtocontactport
control without any success. The robbers
entered bridge and accommodation and
stoleship‟scashandequipment.
All
crew safe.",2010,2010-11-28,Panama
33,"07.12.2010
1200 UTC
Anchored
Boarded","Norna N
Chemical Tanker
Panama
26450
8006866","31:16.03N –
032:19.5E,
Port Said Inner
Harbour,
Egypt",32.318056,31.2675,"Sevenrobbersinaboatboardedthe
tanker during mooring operations. They
approached the duty A/B with an iron rod
andthreatenedtoassaulthim.Alarm
raised and all crew mustered resulting in
a struggle between the robbers and the
crew.Portauthorityandtheagents
informed.",2010,2010-12-07,Panama
34,"14.12.2010
2345 UTC
Steaming
Boarded","BM Warrior
General Cargo
Panama
12963
8412534","05:55N –
003:17E, 30 NM
Off Lagos,
Nigeria",3.283333,5.916667,"About eight pirates armed with crowbars,
machetesandgunsfireduponand
boarded the ship drifting off Lagos. Crew
members were assaulted.  Four of them
sustained injuries.  The pirates stole ship
and crew cash and property and escaped.",2010,2010-12-14,Panama
35,"16.12.2010
1430 UTC
Anchored
Boarded","OXL Lotus
Ro-Ro
Germany
5752
9144471","31:14.3N –
032:18.4E,
Inner Anchorage
Port Said,
Egypt",32.301111,31.234166,"About 20 robbers from a boat boarded
theshipduringanchoroperations.The
robbersbrokepadlockonemergency
entranceandstoleship‟sproperty.
During the incident the robbers assaulted
onecrewmember.Localpolice
informed but arrived late.  Robbers were
veryaggressiveandshoutedatpolice
who arrived at scene. Later the robbers
escaped.",2010,2010-12-16,Germany
36,"24.12.2010
2220 LT
Anchored
Boarded","Valle Di Cordoba
Chemical Tanker
Italy
25063
9295311","06:07.7N –
002:37.2E,
60 NM SW of
Lagos,
Nigeria",2.617223,6.118611,"15 armed robbers boarded an anchored
tanker.Therobberswereveryviolent
with the crew and mustered them in the
mess room. Tankers‟s and crew cash and
crew personal items were robbed. Some
crewmemberssufferedminor
injuries. Latertherobbersforcedthe
chiefengineerandMastertosailthe
tankerundertheirorderstoan
undesignatedposition.Herethetanker
wasforcedtoconductSTSoperations
and discharge their cargo into a smaller
unnamedvessel.TheSTSoperations
werecompletedon26.12.2010.The
robbersthenorderedthetankertosail
under their orders. Later the robbers left
thetankeron27.12.2010.Relevant
authorities were notified.",2010,2010-12-24,Italy
1,"08.08.2010
0400 LT","Sagamore
General Cargo","29:42.0N –
048:40.3E,",48.6675,29.7,"Two robbers armed with AK47 boarded
theshipatanchor.Theyovercomethe",2010,2010-08-08,NA
2,"08.08.2010
0330 LT
Anchored
Boarded","Arminia
Container
Antigua and
Barbuda
9601
8910079","29:41.7N –
048:40.1E,
Umm Qasr
Anchorage,
Iraq",48.666945,29.685277,"Two robbers in a fishing boat armed with
AK47andwearingmasksboardedthe
ship at anchor. They entered the bridge,
took the C/O as hostage and went to the
master‟scabin.Theystoleship‟scash,
and personal belongings of master, C/O,
C/E and 2/O, locked them in a cabin and
escaped. Coalition warship informed.",2010,2010-08-08,Antigua and
1,"17.04.2010
0255 UTC
Steaming
Attempted","Toyo
Tanker
Panama
160098
9304667","04:02.3N –
099:45.0E,
20 NM West of
Pulau Jarak,
Malacca Straits",99.75,4.034166,"Onefishingboatwithfewpersons
onboardcameveryclosetothetanker
drifting.Mastersuspectedthepersons
intend to board the ship.  Master sounded
alarm,tookantipiracymeasuresand
commencedsprayingwaterfrom
the standby fire hoses.  The boat stayed
close to the tanker for sometime and then
moved away.",2010,2010-04-17,Panama
2,"18.08.2010
0455 LT
Steaming
Attempted","Futami
General Cargo
Panama
12963
8412546","03:22.7N –
100:29.6E,
Malacca Straits",100.485,3.368611,"While underway a general cargo ship was
approachedbyaspeedboat.Theship
raisedalarm,activatedfirehosesand
madeevasivemanoeuvres.Theboat
aborted the attempt and moved away.",2010,2010-08-18,Panama
1,"03.01.2010
0900 LT
Steaming
Attempted","Treasure Sunshine
General Cargo
Singapore
6522
9544865","01:39.4N –
132:45.3E,
Indonesia",132.750833,1.651111,"More than 10 pirates in three big boats
chasedandattemptedtoboardaship
underway.  Anti-piracy measures taken
bytheshipandevasivemanoeuvres
carried out. After 20 minutes the pirates
aborted the attempt and moved away. No
casualties and no injuries to crew.",2010,2010-01-03,Singapore
